user_id,academic_year,branch,skills,quiz_q1_response,quiz_q2_response,quiz_q3_response,quiz_q4_response,quiz_q5_response,quiz_q6_response,quiz_q7_response,quiz_q8_response,quiz_q9_response,quiz_q10_response,visual_percent,auditory_percent,kinesthetic_percent,recommended_format,recommended_courses,recommended_books,recommended_blogs
123,Third Year (TE),Artificial Intelligence and Machine Learning,"HTML, React",A,B,A,C,B,A,A,C,C,B,17,22,61,Projects,"Intro to DSA, Frontend Crash Course",You Don’t Know JS,medium.com
124,First Year (FE),Electronics and Computer Engineering,"Python, HTML",C,B,C,A,A,A,B,C,A,C,50,34,16,Videos,AWS Cloud Essentials,"Clean Code, AI: A Modern Approach",geeksforgeeks.org
125,Second Year (SE),Electronics & Communication,"React, AWS, Figma, Docker, Java",A,B,A,B,B,C,A,A,A,A,59,14,27,Videos,"AWS Cloud Essentials, Intro to DSA","Clean Code, Python Crash Course","freecodecamp.org, towardsdatascience.com"
126,Final Year (BE),Artificial Intelligence and Machine Learning,"JavaScript, Figma, SQL, C++",A,B,C,A,B,B,C,A,A,C,42,12,46,Projects,Cybersecurity Basics,Design Patterns,dev.to
127,Final Year (BE),Artificial Intelligence and Machine Learning,"SQL, Figma, Java",B,B,C,C,C,A,A,A,A,B,10,35,55,Projects,"ML Bootcamp, Frontend Crash Course","Clean Code, AI: A Modern Approach","towardsdatascience.com, geeksforgeeks.org"
128,Final Year (BE),Information Technology,"Linux, Figma, Docker, C++, HTML",C,B,C,C,C,C,A,A,A,B,50,39,11,Videos,"ML Bootcamp, Frontend Crash Course",Clean Code,"towardsdatascience.com, freecodecamp.org"
129,Third Year (TE),Computer Science Engineering,"Figma, Java, JavaScript, Python, Linux",B,C,C,B,B,A,A,C,B,B,13,61,26,Podcasts,"Frontend Crash Course, ML Bootcamp","Clean Code, Python Crash Course","geeksforgeeks.org, freecodecamp.org"
130,Second Year (SE),Artificial Intelligence and Machine Learning,"SQL, JavaScript, Docker, Python",C,C,B,B,B,C,B,A,B,C,33,20,47,Projects,"ML Bootcamp, Frontend Crash Course",You Don’t Know JS,"dev.to, geeksforgeeks.org"
131,Second Year (SE),Artificial Intelligence and Machine Learning,"Linux, Java, React",B,A,C,C,B,C,A,C,C,C,37,50,13,Podcasts,Cybersecurity Basics,"You Don’t Know JS, Python Crash Course","medium.com, freecodecamp.org"
132,Third Year (TE),Computer Science Engineering,"HTML, CSS, Figma, SQL, Python",C,B,A,C,B,B,A,A,B,C,45,22,33,Videos,"Frontend Crash Course, ML Bootcamp","AI: A Modern Approach, Clean Code",medium.com
133,First Year (FE),Artificial Intelligence and Machine Learning,"CSS, C++, React, HTML, AWS",C,C,B,B,C,B,C,A,C,B,28,13,59,Projects,Cybersecurity Basics,"Clean Code, You Don’t Know JS","freecodecamp.org, towardsdatascience.com"
134,Final Year (BE),Electronics and Computer Engineering,"React, Docker, AWS",A,B,C,A,A,A,A,A,A,A,14,67,19,Podcasts,"Frontend Crash Course, ML Bootcamp, AWS Cloud Essentials",AI: A Modern Approach,dev.to
135,Second Year (SE),Artificial Intelligence and Machine Learning,"CSS, Docker, Figma, JavaScript",A,A,A,A,C,B,A,C,C,A,32,19,49,Projects,Intro to DSA,"You Don’t Know JS, Design Patterns",medium.com
136,Second Year (SE),Computer Science Engineering,"CSS, AWS, Java, Python, Docker",B,A,A,B,A,A,A,C,A,C,48,23,29,Videos,"Frontend Crash Course, Cybersecurity Basics",AI: A Modern Approach,geeksforgeeks.org
137,Third Year (TE),Electronics and Computer Engineering,"Figma, Docker",B,A,B,A,A,A,A,C,A,B,43,39,18,Videos,ML Bootcamp,"You Don’t Know JS, AI: A Modern Approach","geeksforgeeks.org, dev.to"
138,Final Year (BE),Computer Science Engineering,"AWS, HTML",B,B,B,C,C,B,B,C,C,B,59,35,6,Videos,AWS Cloud Essentials,Python Crash Course,"freecodecamp.org, towardsdatascience.com"
139,Final Year (BE),Electronics and Computer Engineering,"SQL, CSS",B,C,B,C,A,B,A,C,C,B,27,44,29,Podcasts,"ML Bootcamp, Frontend Crash Course, AWS Cloud Essentials","Python Crash Course, Clean Code","towardsdatascience.com, medium.com"
140,Third Year (TE),Electronics and Computer Engineering,"CSS, AWS",B,B,B,C,A,B,A,C,B,C,30,42,28,Podcasts,"Cybersecurity Basics, Intro to DSA",Python Crash Course,freecodecamp.org
141,Third Year (TE),Electronics and Computer Engineering,"AWS, CSS, C++",C,B,A,B,C,C,B,B,A,C,49,12,39,Videos,Frontend Crash Course,AI: A Modern Approach,"freecodecamp.org, medium.com"
142,Third Year (TE),Electronics and Computer Engineering,"AWS, Linux, HTML, Java, Docker",A,A,B,B,B,A,A,A,C,C,26,60,14,Podcasts,Cybersecurity Basics,"Design Patterns, You Don’t Know JS","freecodecamp.org, geeksforgeeks.org"
143,First Year (FE),Electronics & Communication,"CSS, Java",A,B,B,A,C,B,C,C,B,C,49,33,18,Videos,ML Bootcamp,Python Crash Course,"dev.to, freecodecamp.org"
144,Second Year (SE),Electronics & Communication,"CSS, SQL, Python, HTML, Java",C,C,C,C,C,C,A,C,B,A,52,24,24,Videos,"Frontend Crash Course, Intro to DSA, ML Bootcamp",Python Crash Course,"dev.to, geeksforgeeks.org"
145,Second Year (SE),Computer Science Engineering,"Docker, AWS, Figma, React, Java",B,A,C,A,C,C,A,B,C,B,32,17,51,Projects,"AWS Cloud Essentials, Cybersecurity Basics",AI: A Modern Approach,geeksforgeeks.org
146,First Year (FE),Information Technology,"Python, AWS, Figma",C,C,C,C,B,A,B,A,B,C,55,19,26,Videos,"Cybersecurity Basics, Frontend Crash Course, AWS Cloud Essentials",AI: A Modern Approach,"geeksforgeeks.org, medium.com"
147,First Year (FE),Electronics & Communication,"Docker, React",C,B,C,C,C,C,C,B,C,C,28,38,34,Podcasts,Frontend Crash Course,"Clean Code, Design Patterns","towardsdatascience.com, geeksforgeeks.org"
148,Third Year (TE),Information Technology,"Docker, Python, AWS, CSS",B,B,B,A,B,A,A,C,C,B,56,12,32,Videos,"Intro to DSA, ML Bootcamp, Cybersecurity Basics",Python Crash Course,geeksforgeeks.org
149,Second Year (SE),Artificial Intelligence and Machine Learning,"AWS, HTML, Python",A,B,B,A,C,C,A,C,C,A,31,68,1,Podcasts,"Cybersecurity Basics, Frontend Crash Course",AI: A Modern Approach,towardsdatascience.com
150,Third Year (TE),Information Technology,"JavaScript, Docker, SQL",A,A,B,B,A,C,B,A,C,A,29,18,53,Projects,"Intro to DSA, ML Bootcamp, Frontend Crash Course",You Don’t Know JS,towardsdatascience.com
151,Final Year (BE),Information Technology,"C++, JavaScript, Figma",C,A,A,A,C,B,A,B,A,C,44,36,20,Videos,"Intro to DSA, ML Bootcamp","Clean Code, Design Patterns",freecodecamp.org
152,Third Year (TE),Information Technology,"C++, CSS, Python, HTML",C,A,C,A,A,C,C,B,A,C,39,14,47,Projects,"Frontend Crash Course, AWS Cloud Essentials","Python Crash Course, You Don’t Know JS","medium.com, towardsdatascience.com"
153,Third Year (TE),Information Technology,"Linux, C++",B,A,A,B,A,C,A,C,B,B,48,49,3,Podcasts,Intro to DSA,"Python Crash Course, Design Patterns","medium.com, towardsdatascience.com"
154,First Year (FE),Electronics & Communication,"Docker, JavaScript",C,C,A,C,A,B,A,C,B,B,44,31,25,Videos,"AWS Cloud Essentials, Cybersecurity Basics",Python Crash Course,"medium.com, geeksforgeeks.org"
155,First Year (FE),Electronics & Communication,"SQL, Docker",B,B,C,C,A,C,A,B,C,B,42,23,35,Videos,"Frontend Crash Course, Cybersecurity Basics, AWS Cloud Essentials",AI: A Modern Approach,freecodecamp.org
156,Third Year (TE),Electronics & Communication,"HTML, Python, C++, JavaScript",B,B,C,C,A,B,C,B,B,B,40,24,36,Videos,"AWS Cloud Essentials, Intro to DSA",Python Crash Course,dev.to
157,Second Year (SE),Electronics and Computer Engineering,"C++, CSS, SQL",A,A,B,C,C,A,C,C,A,B,43,46,11,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics, Intro to DSA","Clean Code, You Don’t Know JS","dev.to, geeksforgeeks.org"
158,First Year (FE),Electronics & Communication,"AWS, Figma, SQL",B,C,C,B,A,B,A,A,B,B,47,33,20,Videos,"ML Bootcamp, Intro to DSA","Clean Code, Python Crash Course",towardsdatascience.com
159,First Year (FE),Artificial Intelligence and Machine Learning,"SQL, Figma, C++",B,B,A,A,A,C,B,C,B,C,57,42,1,Videos,ML Bootcamp,"Python Crash Course, Clean Code",geeksforgeeks.org
160,Final Year (BE),Information Technology,"CSS, Linux, AWS, JavaScript, React",B,C,C,C,A,A,C,C,C,C,31,41,28,Podcasts,Intro to DSA,AI: A Modern Approach,freecodecamp.org
161,Second Year (SE),Electronics and Computer Engineering,"Linux, Java, Figma",B,C,C,C,B,C,A,C,B,B,51,48,1,Videos,"ML Bootcamp, AWS Cloud Essentials, Intro to DSA","You Don’t Know JS, Python Crash Course",freecodecamp.org
162,Final Year (BE),Artificial Intelligence and Machine Learning,"React, C++, CSS, Python, HTML",B,C,C,C,C,C,A,B,C,A,33,58,9,Podcasts,"Frontend Crash Course, Cybersecurity Basics, Intro to DSA",You Don’t Know JS,"medium.com, geeksforgeeks.org"
163,Final Year (BE),Artificial Intelligence and Machine Learning,"Python, Java",C,B,A,B,C,A,B,C,A,A,58,21,21,Videos,"ML Bootcamp, AWS Cloud Essentials, Cybersecurity Basics",AI: A Modern Approach,towardsdatascience.com
164,Final Year (BE),Electronics and Computer Engineering,"React, Docker, HTML, C++, SQL",A,A,A,C,C,A,C,B,A,A,30,33,37,Projects,ML Bootcamp,"Clean Code, You Don’t Know JS","dev.to, geeksforgeeks.org"
165,Second Year (SE),Information Technology,"C++, JavaScript",C,B,A,B,C,C,A,C,B,C,55,36,9,Videos,"Intro to DSA, AWS Cloud Essentials, Cybersecurity Basics","AI: A Modern Approach, Design Patterns","dev.to, geeksforgeeks.org"
166,Final Year (BE),Information Technology,"SQL, CSS, Python, React",B,A,A,A,A,B,B,A,B,C,51,14,35,Videos,Intro to DSA,Clean Code,dev.to
167,Second Year (SE),Computer Science Engineering,"C++, CSS, AWS",B,B,B,B,B,B,A,A,A,C,39,58,3,Podcasts,"Cybersecurity Basics, ML Bootcamp",Clean Code,"geeksforgeeks.org, freecodecamp.org"
168,Final Year (BE),Electronics and Computer Engineering,"Docker, C++, Java, HTML",C,B,A,B,B,C,C,B,C,B,45,43,12,Videos,"Intro to DSA, Frontend Crash Course",You Don’t Know JS,"freecodecamp.org, dev.to"
169,Third Year (TE),Computer Science Engineering,"React, SQL",B,A,B,B,B,C,A,B,A,C,22,64,14,Podcasts,"Frontend Crash Course, Cybersecurity Basics, Intro to DSA","Clean Code, You Don’t Know JS","freecodecamp.org, geeksforgeeks.org"
170,First Year (FE),Information Technology,"Java, Figma, HTML, AWS",C,C,A,C,B,C,B,B,A,C,41,17,42,Projects,"Frontend Crash Course, Cybersecurity Basics",Python Crash Course,towardsdatascience.com
171,Second Year (SE),Electronics and Computer Engineering,"AWS, Docker, JavaScript, Java",A,C,C,A,B,C,C,B,C,A,51,26,23,Videos,"Frontend Crash Course, AWS Cloud Essentials, Intro to DSA","Clean Code, Design Patterns",freecodecamp.org
172,First Year (FE),Information Technology,"AWS, CSS, Python, Docker, Java",B,A,A,A,B,A,B,B,B,C,18,33,49,Projects,Intro to DSA,"Design Patterns, Clean Code",medium.com
173,Second Year (SE),Electronics and Computer Engineering,"JavaScript, AWS, Figma",B,C,A,C,A,A,B,A,C,A,29,53,18,Podcasts,"AWS Cloud Essentials, Intro to DSA, ML Bootcamp","You Don’t Know JS, Python Crash Course",geeksforgeeks.org
174,Third Year (TE),Computer Science Engineering,"Linux, Python",A,B,C,C,C,A,C,A,A,C,36,43,21,Podcasts,"Frontend Crash Course, Intro to DSA, Cybersecurity Basics","You Don’t Know JS, AI: A Modern Approach","towardsdatascience.com, medium.com"
175,Third Year (TE),Computer Science Engineering,"React, SQL",A,A,B,B,B,B,A,B,C,B,56,30,14,Videos,"Frontend Crash Course, AWS Cloud Essentials",Design Patterns,"towardsdatascience.com, dev.to"
176,Third Year (TE),Information Technology,"JavaScript, Linux, Figma",B,C,C,A,A,C,A,A,B,A,42,15,43,Projects,Intro to DSA,"AI: A Modern Approach, Python Crash Course",dev.to
177,Final Year (BE),Computer Science Engineering,"SQL, Java",C,A,B,A,C,C,A,A,A,A,51,17,32,Videos,"Cybersecurity Basics, ML Bootcamp","Design Patterns, Clean Code","dev.to, towardsdatascience.com"
178,First Year (FE),Information Technology,"Python, Java",C,C,C,B,C,C,C,C,B,B,36,44,20,Podcasts,Intro to DSA,"Clean Code, Python Crash Course",medium.com
179,First Year (FE),Electronics and Computer Engineering,"Python, Linux, JavaScript, HTML, C++",C,C,A,C,A,B,C,B,A,A,25,50,25,Podcasts,Intro to DSA,"Design Patterns, You Don’t Know JS",medium.com
180,Second Year (SE),Artificial Intelligence and Machine Learning,"Linux, SQL, Figma",B,B,A,C,B,C,A,A,B,C,58,21,21,Videos,"Cybersecurity Basics, Frontend Crash Course, AWS Cloud Essentials","Design Patterns, You Don’t Know JS",dev.to
181,Final Year (BE),Electronics & Communication,"C++, AWS, Python, Java",A,C,B,C,B,B,B,A,C,C,25,14,61,Projects,"Intro to DSA, Frontend Crash Course, ML Bootcamp","Python Crash Course, You Don’t Know JS",freecodecamp.org
182,Third Year (TE),Computer Science Engineering,"CSS, AWS",A,C,B,A,C,A,A,C,B,C,10,45,45,Podcasts,Frontend Crash Course,"Python Crash Course, Clean Code","dev.to, medium.com"
183,First Year (FE),Information Technology,"CSS, React, JavaScript",C,A,A,B,C,A,C,A,A,A,26,48,26,Podcasts,Intro to DSA,AI: A Modern Approach,towardsdatascience.com
184,Second Year (SE),Artificial Intelligence and Machine Learning,"AWS, Java",B,C,C,A,C,A,A,C,C,C,26,23,51,Projects,"AWS Cloud Essentials, Intro to DSA",Clean Code,geeksforgeeks.org
185,First Year (FE),Artificial Intelligence and Machine Learning,"JavaScript, CSS",C,C,C,B,C,C,A,C,C,C,34,59,7,Podcasts,Frontend Crash Course,You Don’t Know JS,"dev.to, freecodecamp.org"
186,Final Year (BE),Electronics and Computer Engineering,"Docker, AWS",C,C,C,B,A,A,C,A,C,B,58,25,17,Videos,"Cybersecurity Basics, Intro to DSA, ML Bootcamp",Design Patterns,"medium.com, dev.to"
187,Final Year (BE),Electronics & Communication,"Figma, Java, C++, Docker",A,A,B,B,B,A,A,A,C,A,24,13,63,Projects,"AWS Cloud Essentials, Frontend Crash Course","Clean Code, Python Crash Course",geeksforgeeks.org
188,Final Year (BE),Electronics and Computer Engineering,"AWS, Linux",C,C,C,C,A,A,B,A,C,C,47,36,17,Videos,"Frontend Crash Course, Cybersecurity Basics, Intro to DSA","Clean Code, AI: A Modern Approach",freecodecamp.org
189,Final Year (BE),Electronics & Communication,"CSS, Linux, C++, HTML",B,B,C,C,A,A,C,C,B,A,49,29,22,Videos,AWS Cloud Essentials,"Python Crash Course, AI: A Modern Approach",medium.com
190,First Year (FE),Information Technology,"Python, React, Figma, Linux, Docker",A,B,C,C,A,A,A,A,B,C,52,34,14,Videos,"AWS Cloud Essentials, Cybersecurity Basics, Frontend Crash Course",AI: A Modern Approach,geeksforgeeks.org
191,Final Year (BE),Computer Science Engineering,"React, Python, C++, SQL, JavaScript",B,B,B,A,B,B,C,A,B,B,27,61,12,Podcasts,Frontend Crash Course,Python Crash Course,"towardsdatascience.com, geeksforgeeks.org"
192,Second Year (SE),Computer Science Engineering,"JavaScript, C++",B,A,B,B,C,C,B,C,B,A,15,73,12,Podcasts,Cybersecurity Basics,"AI: A Modern Approach, Design Patterns",towardsdatascience.com
193,Final Year (BE),Electronics and Computer Engineering,"Linux, SQL",A,B,B,C,B,C,C,C,A,A,31,33,36,Projects,"Intro to DSA, Cybersecurity Basics, AWS Cloud Essentials","Clean Code, AI: A Modern Approach","geeksforgeeks.org, towardsdatascience.com"
194,First Year (FE),Artificial Intelligence and Machine Learning,"Docker, AWS",B,A,A,C,C,C,C,C,A,B,39,28,33,Videos,"AWS Cloud Essentials, Cybersecurity Basics",Design Patterns,dev.to
195,Second Year (SE),Electronics & Communication,"C++, JavaScript, Figma, CSS",C,A,A,B,C,A,B,C,C,A,25,18,57,Projects,"ML Bootcamp, Frontend Crash Course",You Don’t Know JS,"geeksforgeeks.org, dev.to"
196,Third Year (TE),Electronics & Communication,"Figma, AWS, Java, Linux",A,B,A,C,C,B,A,A,C,B,16,24,60,Projects,"Intro to DSA, Cybersecurity Basics, ML Bootcamp",Clean Code,towardsdatascience.com
197,Third Year (TE),Electronics and Computer Engineering,"C++, AWS, SQL",A,C,A,A,A,B,B,C,A,C,21,37,42,Projects,Intro to DSA,"AI: A Modern Approach, You Don’t Know JS",geeksforgeeks.org
198,Final Year (BE),Electronics and Computer Engineering,"C++, Java",C,B,C,C,C,A,A,B,B,C,50,14,36,Videos,AWS Cloud Essentials,Design Patterns,"freecodecamp.org, dev.to"
199,Third Year (TE),Information Technology,"HTML, Figma, JavaScript, CSS",C,C,B,C,B,C,B,C,C,B,49,48,3,Videos,"Cybersecurity Basics, ML Bootcamp","Python Crash Course, Design Patterns","geeksforgeeks.org, towardsdatascience.com"
200,First Year (FE),Electronics and Computer Engineering,"AWS, Linux, Docker",C,A,A,A,C,A,B,C,C,B,17,30,53,Projects,"Intro to DSA, AWS Cloud Essentials","You Don’t Know JS, Clean Code","dev.to, towardsdatascience.com"
201,Third Year (TE),Electronics and Computer Engineering,"HTML, Linux, AWS, Figma, JavaScript",C,C,C,A,B,A,B,B,C,B,23,60,17,Podcasts,Intro to DSA,Clean Code,towardsdatascience.com
202,Final Year (BE),Electronics and Computer Engineering,"Python, Linux, C++, React",B,C,A,A,A,C,C,A,A,B,52,41,7,Videos,ML Bootcamp,AI: A Modern Approach,"freecodecamp.org, dev.to"
203,Second Year (SE),Artificial Intelligence and Machine Learning,"SQL, Linux, Docker, JavaScript",A,B,B,C,A,A,C,A,A,A,37,32,31,Videos,"ML Bootcamp, Cybersecurity Basics, Intro to DSA","Design Patterns, AI: A Modern Approach","freecodecamp.org, dev.to"
204,Third Year (TE),Electronics & Communication,"CSS, Java, Linux, Docker",A,C,A,B,C,B,B,C,A,B,46,46,8,Videos,Frontend Crash Course,"Python Crash Course, AI: A Modern Approach","towardsdatascience.com, geeksforgeeks.org"
205,Final Year (BE),Electronics and Computer Engineering,"Python, HTML",C,A,A,A,C,C,B,B,A,A,34,30,36,Projects,Intro to DSA,Clean Code,dev.to
206,Final Year (BE),Information Technology,"Python, SQL, CSS",B,C,B,B,A,B,B,C,C,B,30,51,19,Podcasts,"Intro to DSA, Cybersecurity Basics, ML Bootcamp",You Don’t Know JS,towardsdatascience.com
207,Second Year (SE),Electronics and Computer Engineering,"Java, Docker, AWS",B,C,A,C,C,C,A,A,B,B,10,52,38,Podcasts,"AWS Cloud Essentials, Frontend Crash Course, ML Bootcamp","You Don’t Know JS, AI: A Modern Approach","geeksforgeeks.org, freecodecamp.org"
208,First Year (FE),Computer Science Engineering,"AWS, Python, HTML, React",C,C,B,B,A,B,C,B,C,A,46,43,11,Videos,Intro to DSA,"AI: A Modern Approach, You Don’t Know JS","medium.com, freecodecamp.org"
209,First Year (FE),Artificial Intelligence and Machine Learning,"C++, HTML, CSS, Docker, Python",B,C,C,B,C,A,A,A,C,B,42,43,15,Podcasts,"Frontend Crash Course, Intro to DSA","Python Crash Course, Design Patterns",geeksforgeeks.org
210,Third Year (TE),Computer Science Engineering,"Figma, Java, Docker, AWS, Python",A,A,A,A,B,B,B,C,A,B,20,52,28,Podcasts,AWS Cloud Essentials,"Design Patterns, Clean Code","freecodecamp.org, dev.to"
211,Final Year (BE),Information Technology,"SQL, React, C++, AWS, CSS",A,A,B,A,A,C,A,C,A,C,21,19,60,Projects,"Intro to DSA, AWS Cloud Essentials",AI: A Modern Approach,"towardsdatascience.com, medium.com"
212,Final Year (BE),Computer Science Engineering,"SQL, HTML",B,C,C,B,B,B,B,C,C,C,13,19,68,Projects,"Cybersecurity Basics, ML Bootcamp",You Don’t Know JS,"medium.com, geeksforgeeks.org"
213,Second Year (SE),Electronics and Computer Engineering,"SQL, CSS, AWS, Python, Docker",B,B,A,A,A,B,B,A,C,B,37,30,33,Videos,"AWS Cloud Essentials, Frontend Crash Course","AI: A Modern Approach, You Don’t Know JS","towardsdatascience.com, freecodecamp.org"
214,Final Year (BE),Electronics & Communication,"Java, C++, CSS, React, AWS",A,C,B,C,B,A,B,A,B,C,47,44,9,Videos,"AWS Cloud Essentials, Frontend Crash Course, ML Bootcamp",Clean Code,"freecodecamp.org, dev.to"
215,Second Year (SE),Electronics & Communication,"Figma, JavaScript, React",B,A,C,C,B,C,C,A,A,B,48,44,8,Videos,"AWS Cloud Essentials, Cybersecurity Basics",AI: A Modern Approach,"geeksforgeeks.org, dev.to"
216,Final Year (BE),Electronics & Communication,"Java, AWS, Docker",C,A,A,C,B,C,B,A,B,C,30,59,11,Podcasts,"Cybersecurity Basics, Intro to DSA",Design Patterns,"freecodecamp.org, medium.com"
217,Final Year (BE),Computer Science Engineering,"AWS, Docker, Figma, Java",A,B,A,A,A,C,A,A,C,B,59,21,20,Videos,"Cybersecurity Basics, Intro to DSA","You Don’t Know JS, Clean Code","dev.to, medium.com"
218,Second Year (SE),Electronics and Computer Engineering,"CSS, Docker, JavaScript",B,B,B,B,A,B,C,C,A,B,22,57,21,Podcasts,Cybersecurity Basics,"Clean Code, You Don’t Know JS",medium.com
219,Third Year (TE),Electronics & Communication,"Docker, Linux, AWS, C++",C,A,A,C,B,A,C,A,A,C,60,16,24,Videos,"Frontend Crash Course, ML Bootcamp","AI: A Modern Approach, Design Patterns",geeksforgeeks.org
220,Second Year (SE),Electronics and Computer Engineering,"Figma, HTML",B,B,B,C,C,A,C,A,B,A,14,53,33,Podcasts,"Frontend Crash Course, AWS Cloud Essentials","You Don’t Know JS, Design Patterns","towardsdatascience.com, dev.to"
